term	translation
adherencia	aderência
adherencias	aderências
adherente	aderente
adherentes	aderentes
adherida	aderente
adherido	aderido
adherir	aderir
adherirse	aderir
adhesiones	adesões
adhesiva	adesiva
adhesivas	adesivas
adhesivo	adesivo
adhesivos	adesivos
adhesión	adesão
adhiriéndose	aderindo
adi	adi
adiabática	adiabática
adiabático	adiabático
adiantum	adiantum
adic	adic
adicción	vício
adicional	adicional
adicionales	adicionais
adicionalmente	adicionalmente
adiciones	adições
adición	adição
adicta	viciada
adictas	viciadas
adictiva	viciante
adictivas	viciantes
adictivo	viciante
adicto	viciado / adicto
adictos	viciados
adidas	adidas
adiestrado	treinado
adigio	adige
adiguesia	adiguésia
adil	adil
adimensional	adimensional
adina	adina
adios	adeus
adipocitos	adipócitos
adiposo	adiposo
adirondack	adirondack
aditiva	aditiva
aditivo	aditivo
aditivos	aditivos
aditya	aditya
adiutrix	adiutrix
adivina	adivinha
adivinación	adivinhação
adivinado	adivinhou
adivinando	adivinhar
adivinar	predizer / adivinhar
adivine	adivinhe
adivino	adivinho
adivinos	adivinhos
adiós	adeus
adjacent	adjacent
adjani	adjani
adjetivas	adjetivas
adjetivo	adjectivo
adjetivos	adjectivos
adjudicación	adjudicação
adjudicada	adjudicada
adjudicado	adjudicado
adjudicar	adjudicar
adjunta	anexa
adjuntando	anexando
adjuntar	anexar
adjunto	penhora / adjunto
adjuntos	anexos
adjuntó	anexou
adjustment	adjustment
adkins	adkins
adl	adl
adlai	adlai
adler	adler
adlon	adlon
adm	adm
admeto	admeto
admin	admin
administraba	geria
administraban	administravam
administraciones	administrações
administración	administração
administrada	administrada
administradas	administradas
administrado	administrado
administrador	administrador
administradora	administradora
administradoras	administradoras
administradores	administradores
administrados	administrados
administran	administram
administrando	administrando
administrar	gerenciar
administrativa	administrativa
administrativamente	administrativamente
administrativas	administrativas
administrativo	administrativo
administrativos	administrativos
administró	administrou
admira	admira
admiraba	admirava
admiraban	admiravam
admirable	admirável
admirablemente	admiravelmente
admirables	admiráveis
admiración	exclamação / admiração
admirada	admirada
admiradas	admiradas
admirado	admirado
admirador	fã
admiradores	fãs
admirados	admirados
admiral	admiral
admirals	admirals
admiralty	admiralty
admiran	admiram
admirando	admirando
admirar	admirar
admiro	admiro
admiró	admirou
admisibilidad	admissibilidade
admisible	admissível
admisibles	admissíveis
admisiones	admissões
admisión	admissão
admita	admita
admite	admita
admiten	admitem
admitida	admitida
admitido	admitido
admitidos	admitidos
admitiendo	admitindo
admitieron	admitiram
admitimos	admitimos
admitir	admitir
admitirlo	admitir
admitiría	admitiria
admitió	admitiu
admito	admito
admitía	admitia
admitían	admitiam
admonición	admoestação
adn	dna
adnan	adnan
ado	ado
adobe	adobe / abova
adobo	marinada
adoctrinamiento	doutrinação
adolescencia	adolescência
adolescente	adolescente
adolescentes	adolescentes
adolf	adolf
adolfo	adolfo
adolph	adolph
adolphe	adolphe
adolpho	adolpho
adon	adon
adonai	adonai
adonde	aonde
adonis	adonis
adopcionismo	adocionismo
adopción	adoção
adopta	adota
adoptable	adotável
adoptada	adoptada / adotada
adoptadas	adotadas / adoptadas
adoptado	adotado
adoptados	adotados / adoptados
adoptan	adoptam
adoptando	adoptando
adoptar	adotar
adoptaron	adoptaram
adoptarán	tomarão
adopte	adopte
adopted	adopted
adopten	adoptarem
adoptiva	adoptiva
adoptivos	adoptivos
adoptó	adotou
adoquinar	empedrar / calcetar
adoquines	paralelepípedos
adora	adora
adoraba	adorava
adoraban	adoravam
adorable	adorável
adorablemente	adoravelmente
adorables	adoráveis
adoración	adoração
adorada	adorada
adorado	adorado
adorador	adorador
adoradores	adoradores
adorados	adorados
adoran	adoram
adorando	adorando
adorar	adorar
adoraron	adoraram
adoration	adoration
adore	adore
adorf	adorf
adormecer	adormecer
adormecimiento	dormência
adormidera	papoila
adorna	decora
adornaban	adornavam
adornada	adornada
adornadas	enfeitadas
adornado	enfeitado
adornados	enfeitados
adornan	adornam
adornar	enfeitar
adornos	enfeites
adoro	adoro
adosada	geminada
adosinda	adosinda
adour	adour
adp	adp
adpic	trips
adquiera	adquira
adquieran	adquiram
adquiere	adquire
adquieren	adquirem
adquirente	adquirente
adquirible	adquirível
adquirida	adquirida
adquiridas	adquiridas
adquirido	adquirido
adquiridos	adquiridos
adquiriendo	adquirindo
adquirieron	adquiriram
adquirir	adquirir
adquiriría	adquiriria
adquirió	adquiriu
adquiría	adquiria
adquirían	adquiriam
adquisiciones	aquisições
adquisición	aquisição
adr	adr
adra	adra
adrar	adrar
adrastea	adrasteia
adrede	adrede
adrenal	adrenal
adrenalina	adrenalina
adrenaline	adrenaline
adreno	adreno
adrenérgico	adrenérgico
adrenérgicos	adrenérgicos
adresse	adresse
adri	adri
adria	adria
adriaan	adriaan
adriaen	adriaen
adrian	adrian
adriana	adriana
adriani	adriani
adrianna	adrianna
adrianne	adrianne
adriano	adriano
adrianus	adrianus
adrianópolis	adrianópolis
adriatic	adriatic
adriatico	adriatico
adrien	adrien
adrienne	adrienne
adrift	adrift
adrián	adrian
adriática	adriática
adriático	adriático
ads	ads
adscendens	adscendens
adsense	adsense
adsl	adsl
adsorción	adsorção
adt	adt
adua	adua
aduana	estância
aduanas	alfândega
aduanera	aduaneira
aduanero	aduaneiro
aducción	adução
aducto	aduto
aductor	adutor
adulación	adulação
adulador	bajulador
aduladores	bajuladores
adular	adular
adult	adult
adulta	adulta
adulteración	adulteração
adulterado	adulterado
adulterante	adulterante
adulterar	adulterar
adulterio	adultério
adulto	adulta / adulto
adultos	adultos
adults	adults
adulyadej	adulyadej
aduriz	aduriz
adusta	adusta
adustus	adustus
adv	adv
advaita	advaita
advance	advance
advanced	advanced
advances	advances
advantage	advantage
advenedizo	adventicio
adventicias	adventícias
adventista	adventista
adventistas	adventistas
adventure	adventure
adventureland	adventureland
adventurer	adventurer
adventures	adventures
adverbial	adverbial
adverbio	advérbio
adverbios	advérbios
adversa	adversa
adversarias	adversárias
adversario	adversário
adversarios	adversários
adversas	adversas
adverse	adverse
adversidad	adversidade
adversidades	adversidades
adverso	adverso
adversus	adversus
advertencia	advertência
advertencias	advertências
advertida	avisada
advertido	avisado
advertidos	avisados
advertir	aconselhar / advertir / avisar
advertisement	advertisement
advertiser	advertiser
advertising	advertising
advertí	avisei
advertía	advertia
adviento	advento
advierte	adverte / avisa
advierten	advertem
advirtieron	avisaram
advirtió	alertou / advertiu
advisory	advisory
advocacy	advocacy
advocate	advocate
advocates	advocates
adware	adware
adwords	adwords
ady	ady
adyacencia	adjacência
adyacente	adjacente
adyacentes	adjacentes
adyar	adyar
adyuvante	adjuvante
adán	adão
adèle	adèle
adélaïde	adélaïde
adén	aden
adónde	aonde
adúltera	adúltera
adúltero	adúltero
aea	aea
aeb	aeb
aec	aec
aechmea	aechmea
aecio	aécio
aed	aed
aede	aede
aedes	aedes
aedo	aedo
aee	aee
aeg	aeg
aegean	aegean
aegilops	aegilops
aegiphila	aegiphila
aegis	aegis
aegithalos	aegithalos
aegla	aegla
aegolius	aegolius
aegon	aegon
aegypti	aegypti
aegyptiaca	aegyptiaca
aegyptiacus	aegyptiacus
aei	pei
aeiou	aeiou
aek	aek
ael	ael
aelc	efta
aelita	aelita
aem	aem
aemilia	aemilia
aemilius	aemilius
aemula	aemula
aenea	aenea
aeneas	aeneas
aeneus	aeneus
aeon	aeon
aeonium	aeonium
aep	aep
aepyornis	aepyornis
aequalis	aequalis
aequatorialis	aequatorialis
aeque	aeque
aequidens	aequidens
aequinoctialis	aequinoctialis
aequo	aequo
aer	aer
aerangis	aerangis
aeranthes	aeranthes
aerides	aerides
aermacchi	aermacchi
aero	aero
aerobia	aeróbia
aerobias	aeróbias
aerobic	aeróbica
aerobiosis	aerobiose
aerodeslizador	hovercraft
aerodeslizadores	hovercrafts
aerodino	aerodino
aerodinámica	aerodinâmica
aerodinámicas	aerodinâmicas
aerodinámico	aerodinâmico
aerodinámicos	aerodinâmicos
aerodramus	aerodramus
aeroespacial	aeroespacial
aeroespaciales	aeroespaciais
aeroflot	aeroflot
aerofobia	aerofobia
aerogenerador	aerogerador
aerogeneradores	aerogeradores
aerografía	areografia
aerojet	aerojet
aerolito	aerolito
aerolínea	companhia aérea / linha aérea
aeromarine	aeromarine
aeromodelismo	aeromodelismo
aeroméxico	aeroméxico
aeronauta	aeronauta
aeronautical	aeronautical
aeronave	aeronave
aeronavegabilidad	aeronavegabilidade
aeronaves	aeronaves
aeronca	aeronca
aeronáutica	aeronáutica
aeronáuticas	aeronáuticas
aeronáutico	aeronáutico
aeronáuticos	aeronáuticos
aeroparque	aeroparque
aeroplane	aeroplane
aeroportuarios	aeroportuários
aeropuerto	aeroporto
aeropuertos	aeroportos
aerosmith	aerosmith
aerosol	spray
aerosoles	aerossóis
aerospace	aerospace
aerospatiale	aerospatiale
aerostato	aeróstato
aerotaxi	táxi aéreo
aerovía	rota aeronáutica
aerts	aerts
aeruginosa	aeruginosa
aeróbic	aeróbica
aeróbico	aeróbico
aeróbicos	aeróbica
aeródromo	aeródromo
aeródromos	aeródromos
aerógrafo	aerógrafo
aes	eae
aesa	aesa
aeschynomene	aeschynomene
aesculus	aesculus
aeshna	aeshna
aestiva	aestiva
aestivalis	aestivalis
aestivum	aestivum
aet	aet
aeterna	aeterna
aeternus	aeternus
aether	aether
aethionema	aethionema
aethiopica	aethiopica
aethiopicus	aethiopicus
aethiops	aethiops
aethopyga	aethopyga
aetosauria	aetosauria
aevi	aevi
aew	aew
afa	afa
afabilidad	afabilidade
afable	afavel / afável
afamados	afamados
afanasieff	afanasieff
afanoso	afanado
afar	afar
afarensis	afarensis
afasia	afasia
afb	afb
afc	afc
afd	afd
afdal	afdal
afe	afe
afear	afear
afecciones	afecções
afecta	afeta
afectaba	afectava
afectada	afetada
afectadas	afetadas
afectado	afetado
afectados	afetados
afectan	afetam
afectando	afetando
afectar	afetar / afectar
afectaron	afectaram
afectará	afetará
afectiva	afetiva
afectivo	afectivo
afecto	afeto / afecto
afectos	afetos
afectuosamente	carinhosamente
afectuoso	afetuoso
afectó	afetou / afectou
afeitado	barbeado / barbear
afeitar	tosquiar / aparar / barbear / podar
afelio	afélio
afeminado	efeminado
afer	afer
aferencia	aferência
aferra	apega
aferrados	agarrados
aferrarse	apegar
afervorizar	afervorar
aff	aff
affaires	affaires
affairs	affairs
affan	affan
affecting	affecting
affection	affection
affine	affine
affinis	affinis
affleck	affleck
afg	afg
afgana	afegã
afganas	afegãs
afganistán	afeganistão
afgano	afegão
afganos	afegãos
afghan	afghan
afi	afi
afianzar	afirmar / afiançar / segurar
aficionada	amadora
aficionado	amador
aficionados	amadores
aficiones	passatempos
afición	passatempo / afeiçao
afif	afif
afijo	afixo
afilada	afiada
afiladas	afiadas
afilado	afiada / afiado
afilador	amolador / afiador
afilados	afiados
afilar	aguçar / afiar
afiliaciones	afiliações
afiliación	afiliação
afiliada	afiliada
afiliadas	afiliadas
afiliado	afiliado
afiliados	filiados
afiliar	afilhar
afiliaron	filiaram
afiliarse	aderir
afilo	afilo
afina	afina
afinación	afinação
afinada	afinada
afinado	afinado
afinados	afinados
afinando	afinar
afinar	afinar
afines	afins
afinidad	afinidade
afinidades	afinidade / afinidades
afirma	afirma
afirmaba	afirmava
afirmaban	afirmavam
afirmaciones	afirmações
afirmación	afirmação
afirmada	afirmada
afirmado	afirmado
afirmamos	afirmamos
afirman	afirmam
afirmando	afirmando
afirmar	afirmar
afirmaron	afirmaram
afirmativamente	afirmativamente
afirmativo	afirmativo
afirme	afirme
afirmen	afirmem
afirmo	afirmo
afirmó	afirmou
afl	afl
aflaq	aflaq
aflatoxinas	aflatoxinas
aflicciones	aflições
aflicción	aflição
aflictivo	aflitivo
aflige	aflige \ angustia
afligida	aflita
afligido	aflito
afligidos	aflitos
afligir	afligir \ angustiar
aflojar	afrouxar / esmorecer enfraquecer
afloramiento	afloramento
afloramientos	afloramentos
afloran	afloram
afluencia	afluência
afluente	afluente
afluentes	afluentes
afm	afm
afnd	afnd
afo	afo
afonía	afonia
aforado	volumétrico
aforismo	aforismo
aforismos	aforismos
afortunada	sortuda
afortunadamente	felizmente
afortunado	sortudo
afp	afp
afr	afr
afra	afra
afrancesado	afrancesado
afranio	afrânio
afrenta	afronta
africa	áfrica
africada	africada
africadas	africadas
africae	africae
africain	africain
african	african
africana	africana
africanas	africanas
africanista	africanista
africanistas	africanistas
africano	africano
africanos	africanos
africanum	africanum
africanus	africanus
afrika	afrika
afrikaans	afrikaans
afrikaners	afrikaners
afrikáans	africânder / africâner
afrikáner	africânder
afrikáners	africânderes
afrique	afrique
afrixalus	afrixalus
afro	afro
afroamericano	afro
afrobasket	afrobasket
afrobeat	afrobeat
afrodescendientes	afrodescendentes
afrodisíaco	afrodisíaco
afrodisíacos	afrodisíacos
afrodita	afrodite
afrojack	afrojack
afrontar	enfrentar / afrontar / lidar
afrutado	frutado
afrutados	frutados
afs	afs
aft	aft
aftas	aftas
after	after
afterlife	afterlife
aftershock	aftershock
afton	afton
aftonbladet	aftonbladet
aftosa	aftosa
afuang	afuang
afuera	fora
afyonkarahisar	afyonkarahisar
afzelia	afzelia
afzelius	afzelius
afán	afan
afín	afim
aga	aga
agachado	abaixado
agacharse	agachar
agadez	agadez
agadir	agadir
again	again
against	against
agalla	galha / guelras
agallas	coragem
agalychnis	agalychnis
agama	agama
agamben	agamben
agamenón	agamémnon
agamí	agami
aganisia	aganisia
agapanthus	agapanthus
agapanto	agapanto
agape	ágape
agapi	agapi
agapito	agapito
agar	ágar
agardh	agardh
agaricales	agaricales
agaricus	agaricus
agarista	agarista
agarosa	agarose
agarra	pega
agarraba	agarrava
agarrada	agarrada
agarrar	pegar / agarrar
agarrarnos	nos agarrar
agarrarse	agarrar-se / apanhar / pegar
agarre	aderência
agarró	pegou
agasajar	agradar
agassi	agassi
agassiz	agassiz
agassizii	agassizii
agastache	agastache
agastia	agastya
agata	agata
agatha	agatha
agathe	agathe
agathis	agathis
agathon	agathon
agatocles	agátocles
agatías	agátias
agavaceae	agavaceae
agave	agave
agaña	hagåtña
agb	agb
agde	agde
agder	agder
age	age
aged	aged
agee	agee
ageha	ageha
agelaius	agelaius
agen	agen
agena	agena
agence	agence
agencia	agência / agencia
agencias	agências
agencies	agencies
agency	agency
agenda	agenda
agendas	agendas
agenesia	agenesia
agent	agent
agente	agente
agentes	agentes
ager	ager
ageratina	ageratina
ageratum	ageratum
agesilao	agesilau
ageusia	ageusia
agf	agf
agfa	agfa
agg	agg
agger	agger
aggie	aggie
agglomération	agglomération
agha	agha
agile	agile
agilidad	agilidade
agilis	agilis
agility	agility
agiliza	agiliza
agincourt	agincourt
agios	agios
agita	acena / agita
agitaba	agitava
agitación	agitação
agitada	agitada
agitadas	agitadas
agitado	agitado
agitador	agitador
agitadores	agitadores
agitados	agitados
agitan	agitam
agitando	agitando
agitar	agitar
agitaron	agitaram
agitato	agitato
agitó	agitou
agl	agl
aglaia	aglaia
aglaja	aglaja
aglomeraciones	aglomerações
aglomeración	aglomeração
aglomerado	aglomerado
aglomerados	aglomerados
aglutina	aglutina
aglutinación	aglutinação
aglutinador	aglutinador
aglutinante	aglutinante
aglutinantes	aglutinantes
aglutinar	aglutinar
agm	agm
agnación	agnação
agnado	agnado / agnato
agnelli	agnelli
agnello	agnello
agnes	agnes
agnese	agnese
agnesi	agnesi
agneta	agneta
agnetha	agnetha
agnew	agnew
agni	agni
agnieszka	agnieszka
agno	agno
agnocasto	agnocasto
agnolo	agnolo
agnosia	agnosia
agnosticismo	agnosticismo
agnus	agnus
agnès	agnès
agnóstica	agnóstica
agnóstico	agnóstico
agnósticos	agnósticos
ago	ago
agon	agon
agonal	agonal
agong	agong
agonista	agonista
agonistas	agonistas
agoniza	agoniza
agonizando	agonizando
agonizante	agonizante
agonizantes	agonizantes
agonizar	agonizar
agony	agony
agonía	agonia
agorafobia	agorafobia
agorar	agourar
agosta	agosta
agostina	agostina
agostini	agostini
agostino	agostino
agosto	agosto
agota	esgota
agotada	exausta
agotado	esgotado
agotador	cansativo
agotadora	cansativa
agotamiento	exaustão
agotan	esgotam
agotando	esgotando
agotar	esgotar
agotaron	esgotaram
agoten	esgotarem
agouti	cutia
agp	agp
agr	agr
agra	agra
agradable	agradável
agradablemente	agradavelmente
agradables	agradáveis
agradar	agradar
agrade	agrade
agradece	agradece
agradecemos	agradecemos
agradecen	agradecem
agradecer	agradecer
agradecería	agradeceria
agradecida	grata
agradecido	grato
agradecidos	gratos
agradeciendo	agradecendo
agradecieron	agradeceram
agradecimiento	gratidão
agradecimientos	agradecimentos
agradeció	agradeceu
agradezco	agradeço
agrado	agrado
agrale	agrale
agramar	bater
agramonte	agramonte
agrandado	ampliado
agrandados	ampliados
agrandar	ampliar
agranulocitosis	agranulocitose
agrario	agrícola / agrário
agrava	agrava
agravaba	agravava
agravadas	agravadas
agravado	agravado
agravamiento	agravamento / agravação
agravan	agravam
agravando	agravando
agravante	agravante
agravar	agravar
agravaron	agravaram
agraviado	injustiçado
agravio	agravo
agravó	agravou
agrede	agride
agredida	agredida
agredidos	agredidos
agredieron	agrediram
agredió	agrediu
agreement	agreement
agrega	adiciona
agregaban	adicionavam
agregación	agregação
agregada	adicionada
agregado	adicionado
agregador	agregador
agregadores	agregadores
agregados	agregados
agregamos	adicionamos
agregan	adicionam
agregando	adicionando
agregar	adicionar
agregaron	adicionaram
agregará	adicionará
agregue	adicione
agreguen	adicionem
agregué	adicionei
agregó	adicionou
agrela	agrela
agremiación	agremiação
agresiones	agressões
agresiva	agressiva
agresivamente	agressivamente
agresivas	agressivas
agresividad	agressividade
agresivo	agressivo
agresivos	agressivos
agresión	agressão
agresor	atacante / agressor
agresores	agressores
agreste	agreste
agrestis	agrestis
agri	agri
agria	azeda
agric	agric
agricola	agricola
agricole	agricole
agricultor	agricultor
agricultora	agricultora
agricultores	agricultores
agricultura	agricultura
