term	translation
aemulatio mercatoria	concorrência
aemulo	emular
aemulor	emular
aemulus	seguidor
aena	caldeira
aenaria	ísquia
aenea aetas	idade do bronze
aeneas	eneias \ eneias \ enéias
aeneator	clarim \ corneta \ corneteiro
aeneis	eneida \ eneida
aenigma	enigma \ adivinhação \ mistério
aenigmata reticulata	palavras cruzadas
aenigmaticus	enigmático
aentius biagi	enzo biagi
aenum	caldeirão de bronze
aenus	rio inn
aeolicus	eólico
aeolus	éolo
aeon	éon
aequabilis	imparcial
aequabilitas	equabilidade
aequalis	coetâneo \ contemporânea \ contemporâneo
aequalitas	igualdade
aequalitas ante legem	igualdade perante a lei
aequaliter	igualmente
aequanimitas	equanimidade \ serenidade
aequatio	equação 
aequatio differentialis	equação diferencial 
aequatio motus	equações de movimento
aequatio quadratica	equação quadrática 
aequatoria	equador \ equador \ república do equador
aequatorianus	equatoriano
aequatoriensis	equatoriano
aeque	igualmente
aequilibris	nível
aequilibritas	equilíbrio
aequilibrium	equilíbrio
aequimanus	ambidestro
aequinoctium	equinócio \ equinócio
aequitas	equidade \ igualdade \ equanimidade \ serenidade
aequivalens	equivalência
aequivaleo	equivaler
aequor	mar
aequum tuticum	ariano irpino
aequus	imparcial \ chato \ chão
aer	ar \ nuvem \ aparência
aer lingus	aer lingus
aera	era \ época \ idade
aera mesozoica	mesozoico
aera palaeozoica	paleozoico
aeramen	cobre
aerarium monetarium internationaleaemulus	tesouro de moeda internacional
aerarium publicum	tesouraria
aerarius	funileiro \ latoeiro
aerinavigatio	aviação \ aviação
aeris pressus	pressão atmosférica
aerodramus fuciphagus	andorinhão-de-ninho-comestível
aerodynamicus	aerodinâmica
aerolithus	aerólito
aeromantia	aeromancia
aeronauticus	aeronáutico
aeronavis	aeronave \ avião \ dirigível \ zapelim
aerophonum	aerofone
aeroplaniga	aviador \ piloto
aeroplanum	avião \ aeroplano \ aeronave \ aviâo
aeroplanum chartaceum	avião de papel
aeroplanum furtum	avião furtivo
aeroplanum insectatorium	caça
aeroplanum pyraulocineticum	avião a jato
aeroportus	aeroporto
aerovehiculum	aeronave \ avião
aeruginosus	enferrujado \ ferrugento
aerugo	azinhavre \ ferrugem
aerumma	desgraça
aeruscare	implorar \ pedir esmolas
aeruscator	pedinte \ mendigo \ mendicante
aes	cobre \ bronze \ ordenado
aes alienum	débito \ débito
aeschylus	ésquilo \ ésquilo \ esquilo
aesculapius	asclépio \ esculápio
aesculus	carvalho \ hipocastanácea
aesernia	isérnia
aesis	jesi
aeson	esão
aesopus	esopo \ esopo
aestas	verão \ estio
aesthetica	estética
aesthetica musica	estética musical
aestimare	ajuizar \ apreciar \ apreçar
aestimatio sui	autoestima
aestimo	apreciar
aestiva	acampamento de verão
aestuantis maris matus	maremoto
aestuarium	estuário \ baía \ enseada \ estuário
aestuo	arder \ pirar \ queimar \ vacilar
aestus	maré \ corrente \ calor \ maré
aetaluta	amor sexual \ bagatela \ bugiganga
aetas	idade \ era \ época
aetas aenea	idade do bronze
aetas aurea	era dourada
aetas ferrea	idade do ferro
aetas lapidea	idade da pedra
aetas orientalizans	período orientalizante
aeterna	eterno
aeternalis	eterno \ imperecível \ perene \ perpétuo
aeternaliter	eternamente
aeternitas	eternidade
aeterno	eternamente
aeternum	sempre \ eternamente
aeternus	eterno \ perpétuo \ imperecível
aetheops	negra \ negro
aether	éter \ alturas \ céu \ olimpo \ éter luminífero
aethiopia	etiópia \ etiópia
aethra	alturas \ céu \ olimpo
aetius	aécio
aetna	etna
aetobatus narinari	raia-pintada
aetoloacarnania	etólia e acarnânia
aetruscanum	etrusco
aevitas	idade
aevum	idade \ tempo \ idade
aevum cambricum	cambriano \ cambriano
aevum carboniferum	carbonífero
aevum classicum	antiguidade clássica
aevum cretaceum	cretáceo \ cretáceo
aevum cupri	idade do cobre
aevum devonianum	devoniano \ devoniano
aevum geologicum	escala de tempo geológico
aevum glaciale	era do gelo
aevum glaciale recentissimum	último período glacial
aevum iurassicum	jurássico \ jurássico
aevum litterarum artiumque renatarum	renascimento
aevum ordovicicum	ordoviciano
aevum palaeogenum	paleogeno
aevum permianum	permiano \ permiano
aevum praehistoricum	pré-história \ pré-história
aevum silurianum	siluriano
aevum siluricum	siluriano
aevum triassicum	triássico \ triássico
aevus	tempo
aeßtas	verão
afa	pó
afer	áfrica \ africano \ púnico
affabilis	afável
affabilitas	afabilidade
affatim	abundantemente
affectare	buscar
affectio	influxo \ influência
affecto	meter-se a, abalançar-se a, empreender \ procurar obter, pretender, aspirar, ambicionar
affectus	afeição \ emoção
affero	relatório
afficio	enfraquecer, afetar \ impressionar, causar impressāo (boa ou má) \ pôr em determinado estado, em certa disposiçāo, dispor \ tratar
affiliata	afilhada
affiliatus	afiado \ afilhado \ aguçado \ pontiagudo
affinitas	afinidade
affirmare	afirmar
affirmatio	afirmação \ confirmação
affirmativus	afirmativo
affirmo	afirmar
affixum	afixo \ sufixo
afflecto	influenciar
affleo	aflorar
afflicto	afligir
afflictus	aflito
affligere	diluir
affligo	piorar \ tornar pior
afflo	achar \ aflorar \ inspirar
affluentia	abundância \ superabundância
affluo	fluir
affor	abordar \ acostar \ implorar
afgania	afeganistão \ afeganistão
afganistania	afeganistão
aforizam	aforismo
afragola	afragola
africa	áfrica \ áfrica \ áfrica proconsular
africa australis	áfrica do sul \ áfrica do sul
africa meridionalis	áfrica do sul
africa minor	magreb
africa orientalis	áfrica oriental
africanitatis.bo	africanidade
africanus	africano \ africano
africki	africano
africus	africano \ púnico
agadir	agadir
agamemnon	agamemnon \ agamemnon \ agamenon
agamidae	agamidae
aganirsenum	aganirsen
agape	amor \ ágape
agar	ágar-ágar
agaricaceae	agaricáceas
agaricales	agaricales
agaricus	agárico
agaricus campestris	champignon
agaso	almocreve \ noivo
agatha	ágata
agatha christie	agatha christie
agathias	agátias
agatho	papa agatão
agave	agave \ agave
agedincum	sens
agenda	agenda
agens	agente
ager	campo \ acre \ agro \ campo \ acre
ager austri	south park
ager belfortii	território de belfort
ager merulensis	kosovo \ kosovo
agere	fazer \ actuar \ agir
aggaudeo	encantar
agger	muralha de terra
aggeratio maritima	aterramento marítimo
agglomero	aglomerar
agglutino	colar
aggravo	piorar \ empiorar \ tornar pior
aggravor	piorar \ empiorar
aggredior	agredir \ atacar \ tentar
aggresio	agressividade
aggressio	agressão
aggressiva	agressivo
aggressivum	agressivo
aggressivus	agressivo
aggressor	agressor
aggressurus	agredido
agguantare	agüentar
agila ii	ágila ii
agilis	ágil
agilitas	agilidade
agiliter	depressa \ rapidamente
aginnum	agen \ agen
agitarcan	astracã \ astrakhan
agitare	agitar
agitatio	agitação
agitator	agitador \ motorista
agitatrix	agitadora
agitatrum	batedeira
agitatus	agitado
agito	agitar
agmen	bando
agna	anho \ cordeiro
agnellina	anho \ carne de cordeiro \ cordeiro
agnellus	anho \ cordeiro
agnes	inês
agnina	anho \ cordeiro
agnitio	ciência \ conhecimento
agnolus bronzino	agnolo bronzino
agnomentum	apelido
agnos	agnocasto
agnoscere	admitir \ admitir a veracidade de \ reconhecer
agnosco	conhecer \ conhecer (pelos sentidos ou pelo espírito), perceber \ reconhecer \ desconhecer
agnosticismus	agnosticismo
agnus	anho \ cordeiro
agnus dei	cordeiro de deus
ago	fazer \ construir \ agir
agon	certame \ competição \ concurso
agora	ágora
agoraphobia	agorafobia
agoris	camponês \ fazendeiro \ agricultor
agrestis	agreste
agricola	agricultor \ fazendeiro \ lavrador \ camponês \ agricultor
agricola in campo erat	ola
agricultio	agricultura
agricultura	agricultura
agricultura biodynamica	agricultura biodinâmica
agrigentum	agrigento
agrippina maior	agripina
agroglypha	círculos nas plantações
agronomia	agronomia
agronomus	agronomo
agropyron	grama
agrostis	cynodon
aiax	ajax \ ájax
aidanus	áidano
aikido	aikido
ailanthus	ailanto
ailuroedus buccoides	ailuroedus buccoides
ailuropoda melanolenca	panda \ panda-gigante
ailurus fulgens	panda \ panda-pequeno
ainuana	ainu
aio	afirmar \ dizer \ verbo defectivo
airbus	airbus
aivum	aiwo
akureyri	akureyri
akysidae	akysidae
ala	asa \ axila \ sovaco \ ala \ aalen \ asa
alabama	alabama \ alabama
alabastrum	botão floral
alacer	álacre \ esperto \ alegre
alacritas	alacridade \ animação
alacunae	alagoas
alaetrium	alatri
alamanni	alamanos
alandia	åland
alani	alano
alanis morissette	alanis morissette
alanus	alan
alanus garcia perez	alan garcía
alanus juppe	alain marie juppé
alanus robbe-grillet	alain robbe-grillet
alapa	bofetada
alaricus i	alarico i
alasca	alasca \ alasca
alatus	alado
alauda	cotovia \ calhandra \ laverca \ calandra \ calandra \ cotovia \ laverca
alauda arvensis	laverca
alaudidae	alaudidae
alba	branco \ branca \ alva \ aube \ bianca
alba bulgarica	belgrado
alba color	argent \ prata
alba graeca	belgrado
alba iulia	alba iulia
alba longa	alba longa
alba pompeia	alba
alba tunica	alva
albamentum	clara \ clara do ovo
albania	albânia \ albânia
albanija	albânia
albanix	branca de neve \ branca de neve
albanum	albano laziale
albanus	albano
albarium	gesso
albarussia	belarus \ bielorrússia
albedo	albedo \ albedo
alberta	alberta
albertus	alberto
albertus arnoldus gore	al gore \ al gore
albertus camus	albert camus
albertus contador velasco	alberto contador
albertus durerus	albrecht dürer
albertus einstein	albert einstein
albertus fert	albert fert
albertus jori	alberto jori
albertus magnus	alberto magno
albertus meyer	albert meyer
albia	albi \ albi
albiatum	abbiategrasso
albico	branquear
albicolores	brancos
albingaunum	albenga
albinismus	albinismo \ albinismo
albinus	albino \ alvino
albion	álbion \ inglaterra
albis	rio elba \ elba \ rio elba
albitiazolii bromidum	brometo de albitiazólio
albo	branco \ branquear
albogalerus	albogalero
alboinus	alboíno
albor	clara do ovo
albrechtus altdorfer	albrecht altdorfer
album	branco \ branca \ esclera
album candidus	branco
album intimilium	ventimiglia
album musicum	álbum
albumen	clara
alburnum	alburno \ alvura \ borne
alburnus alburnus	alburnete
albus	branco \ branca \ alvo \ branco
albus dumbledore	albus dumbledore
albutium	asfódelo
alca torda	torda-mergulheira
alcaeda	al-qaeda \ al-qaeda
alcaeus	alceu de mitilene
alcanum	alcano \ alcano
alcedo	guarda-rios \ martim-pescador \ alcíone \ guarda-rios-comum \ alcedo \ alcíone
alcedo atthis	guarda-rios-comum \ guarda-rios \ guarda-rios-comum
alcelaphus buselaphus	búbalu
alces	alce \ grã-besta \ alce \ alce
alchemia	alquimia \ alquimia
alchemilla	alquemila
alchemista	alquimista
alchoranus	alcorão \ corão
alcibiades	alcibíades
alcides de gasperi	alcide de gasperi
alcman	álcman
alcmena	alcmena
alcmene	alcmena \ alcmena
alcohol	álcool \ álcool
alcoholismus	alcoolismo \ alcoolismo
alcoran	alcorão \ corão
alcoranum	alcorão \ corão
alcoranus	alcorão \ corão \ alcorão
alcuinus	alcuíno de iorque
alcumena	alcmena
alcyon	alcíone \ guarda-rios \ martim-pescador \ alcíon
aldebaran	aldebaran \ aldebarã
aldehydum	aldeído \ aldeído
aldenarda	oudenaarde
alduabis	doubs
aldus moro	aldo moro
alea	dado \ os dados estão lançados \ risco \ jogo de apostas
aleatorium	casino \ cassino \ casa de jogo \ casino
aleatorius	acidental
alebria	alimento
alectroenas	alectroenas
alemannicus	alemão
alembicus	alambique \ alambique
alenconium	alençon
aleo	apostador
alere	nutrir \ alimentar \ sustenar \ cuidado parental
ales	ave \ pássaro \ alado
alesco	crescer
alesiae pugna	batalha de alésia
alessandro	alexandre \ alexandre
alessio furlan	alessio furlan
aletrium	calitri
aletudo	corpulência \ excesso de peso \ gordura \ obesidade
aleutianus	ilhas aleutas
alexander	alexandre \ alessandro \ alexandre i da grécia \ alexandro
alexandrea	alexandria
alexandria	alexandria \ alexandria
alexandria arachosia	kandahar
alexandria magna	alexandria
alexandropolis	alexandroupolis
alexandrus	alexandre
alexia	alexia
alexilum	guarda-chuva \ sombrinha
alexis de tocqueville	alexis de tocqueville
alexius	aleixo
alexivrochium	guarda-chuva \ sombrinha
alfa	fada \ elfo
alfa romeo	alfa romeo
alfabetas	alfabeto
alfredus	alfredo \ alfredo de inglaterra
alfredus catalani	alfredo catalani
alfredus cortot	alfred cortot
alfus	elfo \ fada \ elfo
alga	alga \ alga
alga verde	algas verdes
algarium	alghero
algebra	álgebra \ álgebra
algebra abstracta	álgebra abstrata
algebra booleana	álgebra booliana
algebra elementaria	álgebra elementar
algebra linearis	álgebra linear
algeo	estou com frio \ frio \ sinto frio \ tenho frio
algeria	argel \ argel \ argélia
algerium	argélia \ argélia
algidus	frio \ fria \ frígido \ gelado
algor	frio
algorithmus	algoritmo \ algoritmo
algorithmus geneticus	algoritmo genético
algosus	abordado
algu	frieza
algus	frieza \ frio
alhagi	alhagi
ali	ali ibn abi talib
alia	outro \ de outra maneira \ de outro modo
alias	aliás \ em outra ocasião \ em outro tempo \ às vezes
alibi	alhures \ em outro lugar \ noutro lugar \ para outro lugar
alica	farro \ trigo
alicastrum	alistre
alicia in terra mirabili	alice no país das maravilhas
alicubi	algum lugar \ algures \ em qualquer parte
alicuius adventu festum agere	acolher \ boas-vindas \ dar as boas-vindas a \ receber
alicuius adventu festum ago	acolher \ boas-vindas \ dar as boas-vindas a \ receber
alicunde	de alguma parte \ de qualquer parte
alienatio	alienação
alienigena	alienígena
alieniloquium	alienilóquia
alieno	alienar
alienum	estrangeiro
alienus	alheio \ estrangeiro \ estranho
alii	outros
alii alios	um ao outro
alimentarius	alimentar
alimentum	alimento \ comida \ alimento
alimonia	comida
aline	aline
alio	alhures \ em outro lugar
alioqui	ademais \ além disso \ caso contrário \ senão
alioquin	ademais \ além disso \ do contrário \ senão
aliorsum	alhures \ em outra direção \ em outro lugar \ para outro lugar
aliqua	algumas \ alguns \ até certo ponto \ um tanto
aliquam	em grande parte \ principalmente
aliquamdiu	por algum tempo
aliquando	às vezes \ algum dia \ por vezes \ um dia
aliquanto	algo
aliquantum	até certo ponto \ não pouco \ um tanto
aliquantus	considerável
aliquatenus	até certo ponto
aliqui	alguns \ algum \ algo
aliquid	alguém \ algo \ alguma coisa
aliquid stat pro aliquo	algo que representa outra coisa
aliquis	alguém
aliquo	em algum lugar \ em alguma parte \ em qualquer lugar
aliquod	algumas \ alguns
aliquot	algum \ alguns \ alguns, um certo número, vários
aliquotiens	algumas vezes \ várias vezes
aliquoties	várias vezes
alismatales	alismatales
aliter	caso contrário \ senão \ de outra maneira \ de outro modo
aliubi	alhures \ em outra parte
aliud	outro
alium	alho
aliunde	de outra coisa \ de outra parte \ de outro lugar
alius	outro \ outra \ diferente
aliuta	de outro modo \ quanto ao mais
alkali	álcali
alkenum	alceno
alkinum	alcino \ alquino \ alcino
allapsus	deslizando
allativus	alativo
allatrare	a \ algo \ alguém \ ladrar
allec	arenque
allegiantia	fidelidade \ lealdade \ adesão
allego	alegar
allegoria	alegoria \ alegoria
alleluia	aleluia
alleluja	feliz páscoa
allenum	propadieno
allergia	alergia
allevamentum	alivio
allevatio	aliviamento
allevator	aliviador
allevo	aliviar
alliaceae	alliaceae
allicio	aliciar \ atrair
alligans	obrigatório
alligare	aliar
alligator	jacaré \ alligator
alligator mississippiensis	jacaré-americano
alligatoridae	jacaré
alligatura	amuleto \ mascote
alliteratio	aliteração
allium	alho \ alho \ allium
allium ampeloprasum var. porrum	alho-porro
allium ascalonicum	chalota
allium cepa	cebola \ cebola
allium escalonicum	cebolinha
allium porrum	alho-porro \ porro \ alho francês \ alhoporro
allium sativum	alho \ alho
allium schoenoprasum	cebolinha \ allium schoenoprasum
alloco	alocar
allocutio	alocução
allocutus	saudado
alloquium	conforto \ endereço
alloquor	confortar \ consolar \ reconfortar \ saudar
allosaurus	alossauro \ alossauro
alluo	banhar
allusio	alusão
alluvio	transbordamento \ transbordo
alma mater	alma mater
alma nox	noite feliz
almanacus	almanaque
almanicus	alemão
almazan	almazán
alnus	amieiro \ amieiro
alo	alimentar \ crescer \ fomentar \ mamar
alodium	alódio
aloe	aloés \ acrimônia \ acuidade \ aloés \ babosa
aloe brandhamii	aloe brandhamii
alogia	absurdeza \ absurdidade \ absurdo \ disparate
aloisius	aloisio
aloisius einaudi	luigi einaudi
aloisius galvanus	luigi galvani
aloisius gonzaga	luís de gonzaga
alopex lagopus	raposa-do-ártico \ raposa-polar
alopias superciliosus	zorro-olho-grande
alopias vulpinus	alopias vulpinus
alosa	alosa \ savelha \ sável
alostum	aalst
alouatta caraya	bugio-preto
aloysius	aloisio \ aloísio \ luiz \ luís
aloysius mattheus ambrozic	alojzij ambrožič
alpagium	transumância
alpamayo	alpamayo
alpes	alpes \ alpes \ alpes
alpes bastarnicae	cárpatos
alpes cottiae	alpes cottiae
alpes maritimae	alpes marítimos
alpes provinciae	alpes da alta provença
alpes superiores	altos-alpes
alpha	alfa \ α
alpha centauri	alfa centauri
alpha et omega	alfa e ómega
alphabetismus	alfabetização \ alfabetização
