term	translation
acidul lisergic dietilamida-25	ácido
acidulat	acidificado
acil	acila
acintuș	jacinto
acireale	acireale
acizi	ácido
acizi grași	ácido graxo
acizi organici	ácido orgânico
acl	acl
aclama	aclamar
aclamare	aclamação
aclamaţie	aclamação
aclimatiza	aclimatar
acme	acme
acmella	acmella
acnee	acne \ espinha \ borbulha \ acne
acociația națiunilor din sud-estul asiei	ansea \ associação de nações do sudeste asiático
acoladă	chave
acolo	ali \ aí \ lá
acomoda	acomodar-se
acomodare	ajuste \ ajustamento
acomodat	acostumado
acompania	acompanhar
acompaniament	acompanhamento
acompaniator	acompanhante \ acompanhador
aconcagua	aconcágua
acondroplazie	acondroplasia
aconit	acônito \ acónito
aconitină	aconitina
acoperi	acobertar \ cobrir \ revestir
acoperi cu nisip	arear
acoperire	revestimento \ forro
acoperire de date	cobertura de dados
acoperit	coberto \ coberta
acoperitor	telhador
acoperiș	telhado \ teto \ tecto \ coberta \ telhado
acoperiș de paie	restolho
acoperământ	cobertura \ teto \ céu
acord	acordo \ acorde \ concordar \ acorde
acord asupra produselor de bază	acordo relativo aos produtos de base
acord bilateral	acordo bilateral
acord cadru	acordo-quadro
acord colectiv	contrato colectivo
acord comercial	acordo comercial
acord de asociere	acordo de associação
acord de comerț liber	acordo de comércio livre
acord de conectare	acordo de conexão \ acordo de ligação
acord de cooperare	acordo de cooperação
acord de cumpărare exclusivă	compra em exclusividade
acord de decontare clearing	acordo de compensação
acord de distribuire exclusivă	distribuição exclusiva
acord de distribuție selectivă	distribuição selectiva
acord de limitare voluntară	acordo de limitação
acord de pescuit	acordo de pesca
acord de specializare	acordo de especialização
acord de stabilizare și asociere	acordo de estabilização e de associação
acord economic	acordo económico
acord european de asociere	acordo europeu de associação
acord european privind transportul rutier internațional al produselor periculoase	acordo adr
acord financiar	acordo financeiro
acord financiar comunitar	regime de financiamento comunitário
acord ilegal	acordos e práticas ilícitas
acord instituțional	acordo institucional
acord interimar ce	acordo provisório ce
acord interinstituțional	acordo interinstitucional
acord internațional	acordo internacional
acord interprofesional	acordo interprofissional
acord mixt	acordo misto
acord monetar	acordo monetário
acord monetar european	acordo monetário europeu
acord multilateral	acordo multilateral
acord pentru împărțirea pieței	repartição do mercado
acord preferențial	acordo preferencial
acord privind nivelul serviciului	contrato de nível de serviço
acord privind practica prețurilor	acordo de preços
acord sectorial	acordo sectorial
acord social comunitatea europeană	acordo social ce
acord swap	crédito cruzado
acord tarifar	acordo pautal
acord între companii	acordo empresarial
acord-cadru de asistență medicală	assistência médica convencionada
acorda	permitir \ deixar
acorda atenție	prestar atenção
acordeon	acordeão \ sanfona \ acordeão
acordor	afinador
acordul abm	acordo abm
acordul atp	acordo atp
acordul bretton woods	acordo de bretton woods
acordul central european al comerțului liber	cefta
acordul de aderare la comunitatea europeană	tratado de adesão ce
acordul de la cotonou	acordo de cotonu
acordul de la dayton	acordo de dayton
acordul multifibre	acordo multifibras
acordul safe harbor	acordo safe harbor \ acordo de porto seguro
acordul schengen	acordo de schengen
acorduri ale comunității europene	acordo ce
acorduri comerciale comunitatea europeană	acordo comercial ce
acorduri de asociere la comunitatea europeană	acordo de associação ce
acorduri de cooperare comunitatea europeană	acordo de cooperação ce
acorus	acoraceae
acpiclient	acpiclient
acquis comunitar	acervo comunitário \ acervo comunitário
acquisition	acquisition
acquitania	aquitânia
acre	acre
acreală	azedume
acredita	credenciar
acreditare	acreditação \ certificação
acreditare legătură directă	atalho de confiança \ confiança de atalho
acreditări	credenciais
acreditări active directory	credenciais do active directory
acreditări de telefon mobil	credenciais de celular
acreditări utilizator	credenciais de utilizador \ credenciais do usuário
acrelândia	acrelândia
acreúna	acreúna
acreție	acreção
acri	azedar
acridină	acridina
acrilat	acrilato
acrilic	acrílico
acrilonitril	acrilonitrila
acrime	azedume
acrimonie	acrimónia \ acrimônia
acrimonios	acrimonioso
acrisios	acrísio
acriș	azeda \ acetosa
acrobat	acrobata \ acrobacia
acrobatic	acrobático
acrobatică	acrobacia
acrobaţii aeriene	acrobacia aérea
acrobație	acrobacia
acrocefal	acrocefálico
acrocianoză	acrocianose
acrolit	acrólito
acromegalie	acromegalia \ acromegalia
acromion	acrômio \ acrómio \ acrômio
acronim	acrograma \ acrónimo \ acronimo \ acrónimo
acropolă	acrópole \ acrópole
acrostih	acróstico \ acróstico
acru	azedo \ acre \ amargo \ ácido \ acre
act	declaração \ ato
act comunitar	acto comunitário
act papal	acto pontifício
act sancționabil	delito \ ofensa \ transgressão
act sexual	relação sexual humana \ relação sexual humana
actele mașinii	documentação do veículo
actinide	actinídeo
actinie	anémona-do-mar \ anêmona-do-mar
actiniu	actínio
actinolit	actinolite \ actinolita
actinometru	actinómetro \ actinômetro \ actinómetro m \ actinômetro m
actinomicoză	actinomicose
actinot	actinolita
actinoterapie	actinoterapia
action painting	gestualismo
actiona	agir
actionscript	actionscript
activ	ativo \ ativo \ activ
activa	ativar \ activar
activare	activação \ ativação \ ativar \ ligar
activare flux de lucru	ativação de fluxo de trabalho
activare neasistată	ativação silenciosa
activare parolă	senha de ativação
activare redirecţionare apeluri	encaminhamento de chamadas ativado \ reencaminhamento de chamadas ativado
activare sunet	ativar som \ com som \ desat. mudo \ desativar mudo
activare sunet difuzoare	altifalantes com som \ desativar mudo de alto-falantes
activare sunet microfon	desativar mudo do microfone \ microfone com som
activat pentru macrocomenzi	com permissão para macros \ habilitado para macro
activation assistant	activation assistant \ assistente de ativação
active	ativo \ recurso
active desktop	active desktop
active directory	active directory
active directory federation services	serviços de federação do active directory
active directory users and computers	usuários e computadores do active directory \ utilizadores e computadores do active directory
active electronically scanned array	radar de varredura eletrônica ativa
active server pages	active server pages
active template library	active template library
active user object	active user object
activex	activex
activision	activision
activism	ativismo \ ativismo
activism politic	ativismo político
activist	ativista
activist pentru drepturile omului	ativista de direitos humanos
activist politic	ativista político \ militante político
activistă	ativista
activitate	atividade \ tarefa
activitate atribuită	tarefa atribuída
activitate bancară	actividade bancária
activitate colectivă	vida associativa
activitate comunitară	actividade comunitária
activitate cu utilizare intensă de resurse	tarefa com uso intensivo de recursos
activitate de asistenţă	atividade de serviço \ atividade do serviço
activitate de campanie	atividade da campanha \ atividade de campanha
activitate de firmă	atividade comercial
activitate de reintegrare în muncă a șomerilor	empresa de inserção
activitate economică	actividade económica
activitate editorială	edição
activitate extravehiculară	atividade extraveicular
activitate firmă	tarefa comercial \ tarefa de negócio
activitate flux de lucru	atividade de fluxo de trabalho
activitate nonsalarială	actividade não assalariada
activitate principală	negócio primário \ negócio principal
activitate privilegiată	tarefa privilegiada
activitate proiect	tarefa de projeto
activitate termodinamică	atividade
activitate urmărire	atividade de acompanhamento \ atividade de seguimento
activitate școlară	actividade escolar
activitatea instituțiilor	vida institucional
activităţi project	tarefas do projeto
activități	actividade
activități de distribuție	empresa comercial
activități profesionale atipice	trabalho atípico
actor	actor \ ator \ atriz
actor de dublaj	dublador
actor de film	ator cinematográfico
actor de teatru	ator de teatro
actor de televiziune	ator de televisão
actor de voce	ator de voz
actor porno	ator pornográfico
actor-copil	artista mirim
actorie	atuação
actriţă	atriz \ actor \ actriz ator
actual	atual \ vigente \ real
actualitate	realidade
actualiza	actualizar \ atualizar \ atualização
actualizare	actualização \ atualização \ atualizar
actualizare adaptabilă	atualização adaptativa \ atualização adaptável
actualizare coduri de corespondenţă	atualização de códigos de correspondência
actualizare critică	atualização crítica
actualizare de platformă windows	atualização da plataforma windows \ atualização de plataforma do windows
actualizare dinamică	atualização dinâmica
actualizare prioritară	atualização de alta prioridade
actualizare socială	atualização de redes sociais
actualizare software	atualização de software
actualizare windows	windows update
actualizare în cascadă	atualização em cascata
actualizat	atualizado
actualizări expediere	informações de entrega
actualizări sociale	redes sociais
actualmente	actualmente \ atualmente \ agora
actul de mediere	ata de mediação
actul unic european	acto único europeu \ acto único europeu
acuarelă	aquarela \ aguarela \ aguarela \ aguarela \ aquarela
acuitate	acuidade
aculeu	acúleo
aculturație	aculturação
acum	agora \ já \ hoje
acuma	agora \ já
acumulare	acumulação \ armazenagem \ acúmulo
acumulare de cunoștințe	aquisição de conhecimentos
acumulator	acumulador \ acumulador eléctrico
acumulator de adrese	conjunto de endereços \ pool de endereços
acumulator de suporturi pentru copie de rezervă	conjunto de suportes de dados de cópia de segurança \ pool de mídia de backup
acumulator fără paginare	bloco não paginado \ reserva de memória não paginável
acumulator import media	conjunto de suportes de dados para importação \ pool de mídia de importação
acumulator li-ion	bateria de íon lítio
acupla	acoplar
acupresură	anma
acupuncturist	acupunturista
acupunctură	acupuntura \ acupuntura
acura	acura
acurat	acurado
acuratete	precisão \ exatidão \ correção
acuratețe	precisão \ exatidão \ correção
acustic	acústico \ acústico \ acústica
acustică	acústica
acut	agudo
acuza	acusar \ denunciar \ argüir
acuzare	acusação
acuzat	acusado
acuzativ	acusativo \ acusatório
acuzator	acusatório \ queixoso \ acusativo
acuzatorie	acusatório
acuzatorii	acusatório
acuzatoriu	acusatório
acuzația evreilor de omor ritual	libelo de sangue
acuzație	acusação
acuzații de falsificare a programului apollo	acusações de falsificação nas alunissagens do programa apollo
acvacultură	aquacultura \ aquicultura \ aquacultura
acvafobie	hidrofobia
acvaforte	água-forte
acvamarin	água-marinha \ agua-marinha \ água-marinha
acvanaut	aquanauta
acvariu	aquário \ aquário
acvatic	aquático \ aquática
acvifer	aquífero
acvila	águia
acvila de munte	águia-real
acvila harpia	harpia
acvila maimuţelor	águia das filipinas
acvilă	águia \ aquila
acvilă americană	águia americana \ águia calva \ águia careca
acvilă cu cap alb	águia americana \ águia calva \ águia careca
acvilă de câmp	águia-imperial-oriental
acvilă de munte	águia-real \ águia-real
acvilă ţipătoare	águia-gritadeira
acvilă ţipătoare mică	águia-pomarina
acþiune	ação
acţiona ca zonă tampon	armazenar em buffer \ buffer \ colocar em memória intermédia \ memória intermédia
acţiune	ação
acţiune de lucru pe date	ação de dados corporativos \ ação de dados de negócio
acţiune de rezervă	ação de contingência \ ação de fallback
acţiune flux de lucru	ação de fluxo de trabalho
acţiuni	ações
acționa	actuar \ agir \ operar \ ativar
acționar	acionista \ accionista \ acionista
acționariat	participação
acționariat al salariaților	accionariato operário
acțiune	ação \ ação \ ação \ actividade \ acção \ acção financeira
acțiune comunitară	acção comunitária
acțiune comună de cooperare guvernamentală în consiliul european	acção comum
acțiune de grup	ação de grupo
acțiune directă	ação direta
acțiune economică concertată	economia concertada
acțiune interactivă	interactividade \ interatividade
acțiune legală	procedimento penal
acțiune penală	acção em matéria penal
acțiune penală pentru recuperarea unui prejudiciu	acção civil
acțiune socială	ação social
acțiune în justiție	acção judicial
acțiuni comune euratom	empresa comum ceea
ad dali’	ad dali’
ad daqahliyah	ad daqahliyah
ad hoc	ad hoc \ ad hoc
ad hominem	argumentum ad hominem
ada lovelace	ada lovelace
adad	adad
adaeratio	adaeratio
adagietto	adagietto
adagio	adágio (música)
adagissimo	adagissimo
adagiu	adágio
adam	adão
adam afzelius	adam afzelius
adam clayton	adam clayton
adam copeland	adam copeland
adam małysz	adam małysz
adam mickiewicz	adam mickiewicz
adam smith	adam smith
adam şi eva	adão e eva
adamantina	adamantina
adamastor	adamastor
adamit	adamite \ adamite
adams	adams
adamsync	adamsync
adana	adana
adaos	adição \ apêndice
adapazari	adpazarı
adapta	adaptar
adaptabil	adaptável
adaptabilitate	adaptabilidade \ flexibilidade
adaptabilitatea salariatului	adaptabilidade do trabalhador
adaptabilă	adaptável
adaptare	adaptação \ ajustamento
adaptare formă	adaptação de forma
adaptare socială	adaptação social
adaptare școlară	adaptação escolar
adaptarea	adaptar
adaptarea perspectivelor financiare	adaptação das perspectivas financeiras
adaptat	adaptado
adaptor	adaptador \ placa
adaptor bluetooth	adaptador bluetooth
adaptor cluster	adaptador de cluster
adaptor de date	adaptador de dados
adaptor de motor	adaptador de mecanismo \ adaptador de motor
adaptor de reţea	adaptador de rede
adaptor de senzor	adaptador de sensor \ adaptador do sensor
adaptor de stocare	adaptador de armazenamento
adaptor de tunare	adaptador de sintonização
adaptor dedicat	adaptador dedicado
adaptor superior de grafică video	svga (super video graphics adapter) \ super vga
adaptor terminal	adaptador de terminal
adar	adar
adax	adax
adda	rio adda
addax	adax
adderley	cannonball adderley
addis abeba	adis abeba \ adis abeba
address resolution protocol	address resolution protocol \ protocolo arp \ protocolo arp (address resolution protocol)
addys d’mercedes	addys d’mercedes
adecvabilitate	adequabilidade
adecvare	adequação \ adequabilidade
adecvat	adequado \ apropriado \ conveniente \ aplicável
adelaide	adelaide \ adelaide
adelberg	adelberg
adelmannsfelden	adelmannsfelden
adelschlag	adelschlag
adelsdorf	adelsdorf
adelsheim	adelsheim
adelshofen	adelshofen
adelândia	adelândia
ademeni	enganar \ seduzir
ademuz	ademuz
aden	áden \ áden \ adem
adenine	adenine
adenină	adenina \ adenin \ adenina
adenoid	adenoide
adenophyllum	adenophyllum
adenostemma	adenostemma
adenozindifosfat	adenosina difosfato
adenozintrifosfat	adenosina trifosfato \ trifosfato de adenosina \ trifosfato de adenosina
adept	adepto
adera	aderir
aderare la un acord	adesão a um acordo
aderare la uniunea europeană	adesão à união europeia
aderent	aderente \ adesivo
ades	frequentemente
adesea	freqüentemente \ muitas vezes \ frequentemente
adeseori	frequentemente \ freqüentemente
adevar	verdade
adeveri	corroborar \ declarar
adeverire	atestação \ reconhecimento
adevãr	verdade
adevăr	verdade \ verdades \ realidade \ verdadeiro
adevărat	verdadeiro \ real \ verídico
adevărat a înviat	feliz páscoa
adeziv	adesivo \ cola \ adesivo
adezivitate	adesividade
adhd	transtorno do déficit de atenção com hiperatividade
adi shankara	shânkara
adia	soprar
adiacent	adjacente
adictiv	viciante
adică	ou seja \ nomeadamente \ a saber
adicție	vício \ adicção \ viciado
adidas	adidas
adiere	brisa
adio	adeus
adio și n-am cuvinte	já ir tarde
adipos	adiposo
adis abeba	adis abeba
aditiv alimentar	aditivo alimentar \ aditivo alimentar
aditivi alimentari	aditivos alimentares \ aditivo alimentar
adiyaman	adıyaman
adițional	adicional
adjaria	adjara
adjectiv	adjetivo \ adjectivo \ adjetivo
adjectival	adjetivo \ adjectivo
